id,taxactionSystem,regdt,workerCount,fssdccount,pfrdcCount,fnsdcCount,hasCloudCryptCertificate,OrgCreationDate,documentsCount,cnt_users,is_prolong
102534,General taxation system,0.570405093,0,0,0,0,0,0.860127315,3,0,1
103294,Single tax on imputed income,0.316273148,2,2,2,3,0,0.276111111,8,0,1
101604,General taxation system,0.402488426,0,0,1,1,1,28.06.2015,0,0,1
104300,Fixed income from profit 7%,0.735127315,0,1,0,0,1,0.735821759,0,1,1
101256,Fixed tax 6% on income,27.09.2000,0,0,0,1,1,0.526782407,5,0,1
106992,15% flat tax on profits,0.774583333,1,2,2,3,1,25.03.2014,6,1,1
101734,General taxation system,0.528136574,0,1,1,1,0,0.403171296,1,0,1
105996,15% flat tax on profits,0.488599537,1,0,1,0,1,0.904571759,1,0,1
100418,15% flat tax on profits,0.274016204,0,0,0,0,0,0.656643519,4,0,0
109189,General taxation system,31.03.2007,1,2,0,4,1,25.03.2016,8,0,1
106361,General taxation system,25.04.2001,2,2,2,2,0,0.064351852,0,0,1
104650,Single tax on imputed income,0.864814815,0,0,0,0,0,0.069837963,8,1,1
100374,Fixed tax 6% on income,25.07.2013,0,2,2,1,1,0.362199074,0,0,0
106727,General taxation system,0.400358796,4,0,0,2,1,0.153171296,8,1,1
109699,General taxation system,27.09.2015,0,1,1,2,1,27.10.2015,2,0,0
104984,Fixed income from profit 5%,0.65037037,2,2,3,2,1,0.064351852,0,0,0
100202,General taxation system,28.06.2006,2,2,2,3,0,0.98375,7,0,1
105380,15% flat tax on profits,0.233738426,1,0,0,0,1,0.233738426,1,0,0
102946,General taxation system,0.526793981,0,0,0,0,0,0.690694444,6,1,1
104319,General taxation system,28.04.2015,0,1,1,2,1,0.317766204,7,1,0
104279,15% flat tax on profits,0.073287037,1,1,1,1,0,0.822615741,5,1,1
108977,Fixed tax 6% on income,26.05.2002,2,2,3,1,0,0.60875,6,0,0
103972,General taxation system,0.612175926,1,0,0,0,0,0.064351852,7,1,1
106563,15% flat tax on profits,0.234328704,2,0,1,1,0,0.064351852,0,0,1
106995,General taxation system,0.398923611,2,2,2,3,1,28.03.2016,8,1,0
101094,General taxation system,31.07.2013,1,0,0,0,0,0.609421296,7,0,1
106857,15% flat tax on profits,0.237905093,0,0,0,0,0,28.08.2015,1,0,1
107494,Fixed tax 6% on income,0.607986111,1,2,3,2,1,0.109444444,3,0,1
107145,Fixed tax 6% on income,0.653113426,2,0,0,0,0,0.064351852,1,0,0
109266,Fixed tax 6% on income,0.566203704,4,0,0,0,0,0.942777778,4,0,1
100059,Fixed tax 6% on income,26.03.2013,2,2,2,2,1,29.03.2016,6,0,1
106221,General taxation system,0.444710648,0,0,0,0,0,0.446226852,0,0,0
109819,Fixed tax 6% on income,30.03.2013,2,0,0,0,0,0.064351852,6,0,1
107621,Tax patent 3%,0.31568287,0,1,2,1,1,0.857349537,5,1,1
108261,Fixed tax 6% on income,25.08.2007,1,1,1,2,1,0.19068287,8,0,0
101369,Fixed tax 6% on income,27.11.2013,1,0,0,0,0,0.064351852,6,1,1
100885,Fixed tax 6% on income,0.487210648,0,0,0,0,1,0.778877315,2,1,1
107219,General taxation system,0.905891204,1,0,0,0,0,0.81568287,8,0,0
105687,15% flat tax on profits,28.11.2012,1,2,2,2,1,0.359421296,2,1,0
109937,Fixed tax 6% on income,0.525381944,0,0,0,0,1,0.235821759,5,1,0
101457,15% flat tax on profits,0.360810185,1,0,0,0,0,30.10.2014,7,0,1
102035,Fixed tax 6% on income,0.989837963,2,0,1,1,1,0.064351852,6,0,1
100333,15% flat tax on profits,0.816319444,3,2,3,2,1,0.28025463,8,0,1
102791,15% flat tax on profits,0.6559375,1,1,1,2,1,0.483738426,4,0,1
101987,Fixed tax 6% on income,26.11.2015,1,0,0,0,0,0.239293981,4,0,0
100033,General taxation system,26.06.2005,0,1,1,2,1,26.01.2015,3,0,1
102097,General taxation system,24.08.2015,0,1,0,1,1,0.071238426,0,0,1
107701,Single tax on imputed income,0.237071759,2,1,1,2,1,0.108043981,8,1,1
106013,Fixed tax 6% on income +Single tax on imputed income,0.442060185,3,1,1,2,1,0.568460648,8,0,1
102020,Fixed income from profit 10%,26.01.2009,3,2,2,1,0,0.73375,0,0,1
108652,15% flat tax on profits,0.531597222,1,0,0,0,0,0.064351852,6,0,0
106267,General taxation system,0.987199074,2,1,0,1,0,29.07.2014,8,0,1
104635,General taxation system,0.443321759,0,0,0,0,0,0.610115741,2,0,1
103362,General taxation system,0.654560185,0,0,0,0,0,0.487893519,4,1,1
109501,Single tax on imputed income,0.152488426,0,1,1,1,1,29.04.2015,2,0,0
106966,Fixed tax 6% on income,0.820393519,2,1,0,0,1,0.650416667,2,0,1
103892,General taxation system,0.489780093,0,1,1,3,1,0.446921296,1,0,0
108510,General taxation system,27.03.2015,0,1,0,2,1,0.85943287,5,1,1
100610,Tax patent 3%,0.652962963,1,2,2,1,1,28.05.2015,3,0,0
101286,Fixed tax 6% on income,0.652476852,1,2,2,2,1,0.40525463,5,1,0
106921,15% flat tax on profits,0.446921296,0,0,0,0,1,0.946226852,0,0,1
108097,Fixed tax 6% on income,24.06.2014,0,0,0,1,1,29.12.2014,6,0,1
107291,General taxation system,0.524027778,0,0,0,0,0,0.815694444,0,0,1
101829,Fixed tax 6% on income,0.941273148,0,0,0,0,0,0.524016204,0,0,1
101749,Fixed income from profit 7%,0.815636574,3,0,0,0,0,0.064351852,7,1,1
105310,Single tax on imputed income,0.322523148,3,2,3,2,0,0.064351852,0,0,0
109201,Fixed tax 6% on income,0.446921296,0,0,0,0,0,0.15525463,0,0,1
109539,General taxation system,0.278784722,0,2,2,1,0,0.064351852,0,1,1
107854,Single tax on imputed income,27.03.2002,2,0,1,2,1,0.19275463,3,0,0
100809,Fixed tax 6% on income,0.151053241,1,0,0,0,0,28.04.2014,0,0,0
108881,General taxation system,0.690671296,0,2,2,3,1,0.064351852,7,1,1
109638,Fixed income from profit 7%,0.315659722,2,1,2,2,1,29.03.2016,7,0,1
101058,General taxation system,0.904502315,0,1,0,2,1,26.04.2016,4,1,1
100326,Fixed income from profit 5%,0.900138889,1,2,3,3,1,0.276111111,8,0,0
107361,General taxation system,0.06568287,3,0,1,3,1,0.775405093,7,0,1
100575,Fixed tax 6% on income +Single tax on imputed income,25.01.2012,1,2,3,2,1,31.03.2016,7,1,0
104468,General taxation system,28.01.2007,0,1,1,2,1,0.198310185,6,1,1
109546,Single tax on imputed income,0.692627315,3,1,2,2,1,0.607349537,3,0,1
109212,Fixed tax 6% on income,0.233715278,1,2,2,2,1,0.650416667,6,0,1
108037,Fixed tax 6% on income,0.065590278,1,2,2,2,1,27.03.2014,0,0,1
109103,General taxation system,29.07.2014,0,1,0,3,1,0.73650463,5,0,1
105585,Fixed tax 6% on income,0.905266204,1,1,1,2,1,0.113599537,5,0,1
103800,Fixed tax 6% on income,31.10.2015,0,0,0,0,0,0.364988426,0,0,0
102401,Fixed income from profit 75%,0.524502315,3,0,0,0,0,0.064351852,0,0,0
106346,General taxation system,0.781631944,0,2,2,3,1,0.985810185,0,0,1
103472,Fixed tax 6% on income,0.988587963,0,0,0,0,0,30.01.2015,3,0,1
107222,Fixed tax 6% on income,0.781643519,1,1,1,1,0,26.11.2014,5,0,0
105796,General taxation system,0.23994213,0,0,0,0,0,0.816377315,5,0,1
104402,Fixed tax 6% on income,0.735023148,1,1,1,1,0,0.775393519,5,0,1
105016,Fixed income from profit 7%,0.358703704,2,2,2,2,1,30.03.2016,8,1,1
106268,Fixed tax 6% on income,30.09.1991,2,2,2,3,1,0.817083333,7,0,1
100799,General taxation system,0.27462963,1,0,0,1,0,0.319837963,5,0,1
107314,15% flat tax on profits,30.10.2012,1,2,2,2,1,0.064351852,7,0,1
109820,Fixed tax 6% on income +Single tax on imputed income,0.823298611,0,0,0,0,0,26.03.2015,5,0,1
101291,General taxation system,24.12.2013,0,2,1,3,1,31.03.2016,6,0,0
108622,Fixed tax 6% on income,0.655243056,1,0,0,0,0,27.03.2014,4,0,0
100776,Fixed tax 6% on income,31.08.2014,0,0,0,1,1,0.85943287,2,0,0
105104,General taxation system,0.399016204,0,0,0,2,1,0.06568287,5,0,0
108962,15% flat tax on profits +Single tax on imputed income,0.902291667,3,2,2,2,1,0.064351852,3,1,1
106687,15% flat tax on profits,0.653090278,1,1,1,1,1,0.94068287,4,1,1
104043,Fixed tax 6% on income +Single tax on imputed income,0.696724537,2,1,2,2,1,0.448310185,7,0,1
107059,General taxation system,0.235023148,2,0,0,0,0,28.05.2014,0,0,1
101914,Single tax on imputed income,0.239131944,2,3,3,2,1,24.03.2016,0,1,1
108813,General taxation system,0.11275463,0,1,0,2,1,0.192071759,5,0,1
107907,General taxation system,0.653877315,0,0,0,0,0,26.07.2015,3,0,1
102484,Single tax on imputed income,0.109918981,3,0,0,0,0,0.064351852,1,0,1
106735,General taxation system,30.10.2015,1,1,1,2,1,0.489293981,6,0,1
109931,General taxation system,27.01.2015,0,0,0,0,0,0.739988426,1,0,1
108140,15% flat tax on profits,0.780173611,3,1,0,1,0,0.064351852,0,0,1
104881,General taxation system,0.39900463,2,2,2,3,1,0.150416667,8,2,1
106313,Fixed tax 6% on income,24.12.2006,2,2,2,2,1,0.064351852,6,0,1
104296,General taxation system,0.483726852,1,0,0,0,0,0.064351852,5,1,0
104497,General taxation system,0.776053241,0,0,0,0,0,0.360821759,3,0,0
108320,Fixed tax 6% on income,29.11.2015,0,1,1,2,1,0.989293981,3,0,0
102606,Fixed tax 6% on income,0.448287037,2,0,0,0,0,0.064351852,4,2,0
108754,15% flat tax on profits,0.6934375,2,2,2,2,1,0.064351852,6,0,1
105883,Fixed tax 6% on income,31.03.2013,0,2,2,2,1,31.03.2016,6,0,0
101484,General taxation system,0.446909722,2,0,0,0,0,0.064351852,7,0,1
108378,Single tax on imputed income,0.197569444,2,0,0,0,0,0.064351852,4,0,0
106801,Fixed tax 6% on income,0.442048611,0,1,1,2,1,0.94275463,4,0,1
105675,General taxation system,0.362199074,1,0,0,2,0,0.357349537,5,0,1
102034,Fixed tax 6% on income,0.860115741,1,2,2,2,1,0.61150463,6,0,0
103431,Fixed tax 6% on income +Single tax on imputed income,0.858553241,2,1,3,3,1,0.06775463,0,1,0
107366,Fixed tax 6% on income,0.739907407,0,0,0,0,1,0.85943287,0,0,1
110094,Fixed tax 6% on income,0.150393519,2,0,0,0,0,0.609421296,0,0,1
103775,Fixed tax 6% on income,0.609421296,1,2,2,1,1,0.401087963,4,0,1
104118,General taxation system,24.02.2000,3,0,0,0,0,0.064351852,0,0,0
106129,General taxation system,0.273969907,0,2,2,3,1,30.04.2014,2,1,1
101858,General taxation system,0.232303241,4,2,4,3,1,25.03.2016,5,0,0
108390,General taxation system,0.571203704,0,0,0,0,0,0.237199074,6,0,0
107703,General taxation system,0.31568287,0,1,1,2,1,29.12.2014,0,1,0
101710,General taxation system,0.527928241,0,2,2,2,1,0.357349537,5,0,0
102951,Fixed income from profit 7%,0.732210648,0,0,0,0,0,0.98650463,0,0,1
106618,General taxation system,0.815613426,0,0,0,0,0,29.09.2015,0,0,1
106507,Fixed tax 6% on income,0.735810185,4,0,0,0,0,26.04.2016,0,0,1
104736,General taxation system,0.738599537,0,1,1,2,1,28.09.2015,4,0,1
108208,15% flat tax on profits,0.901712963,4,3,3,3,0,0.692777778,8,1,1
106407,Fixed tax 6% on income,0.691990741,0,1,1,1,1,0.948310185,0,0,1
105177,General taxation system,30.12.2012,1,1,2,2,1,0.901099537,6,1,0
101116,Fixed tax 6% on income,0.107337963,0,2,2,2,1,0.650416667,6,2,1
104272,15% flat tax on profits,27.03.2014,1,2,2,1,0,0.525393519,6,0,1
105982,General taxation system,0.23650463,0,1,0,2,1,0.60943287,7,0,1
100528,Fixed income from profit 6%,0.777303241,4,0,0,0,1,0.860115741,7,0,1
107034,General taxation system,0.109421296,1,1,1,3,1,0.073310185,8,0,1
107427,General taxation system,0.858726852,1,2,0,3,1,0.694143519,7,0,1
103966,Fixed income from profit 10%,0.696770833,3,2,3,2,0,0.064351852,4,0,1
106259,General taxation system,0.442627315,0,0,0,0,0,0.73443287,0,0,1
105025,Fixed income from profit 125%,0.31775463,1,2,1,2,1,0.60875,7,0,0
101462,15% flat tax on profits,0.612164352,2,2,3,2,1,29.03.2016,8,0,1
105880,General taxation system,0.531643519,2,1,1,3,1,0.149016204,6,1,1
106959,Fixed tax 6% on income,0.565601852,0,2,2,2,1,0.064351852,4,0,0
108767,General taxation system,0.942638889,1,0,0,0,0,0.524016204,6,0,0
103340,General taxation system,0.362025463,0,0,0,0,1,0.692766204,0,0,0
108056,Single tax on imputed income,0.653773148,2,0,0,0,0,0.064351852,8,0,1
102249,Fixed income from profit 5%,0.363564815,1,1,1,1,1,0.064351852,6,0,1
102421,General taxation system,0.445520833,0,2,2,3,1,31.03.2016,3,0,1
109768,General taxation system,0.274027778,0,1,1,1,1,0.906655093,5,1,1
104110,General taxation system,30.06.2015,0,0,0,1,1,0.65318287,4,0,0
104340,General taxation system,0.821215278,2,0,0,0,0,0.860127315,6,1,0
108461,Fixed tax 6% on income,27.12.2013,0,2,2,2,1,25.03.2016,6,0,0
104352,Single tax on imputed income,30.05.1999,1,1,1,1,0,0.192777778,8,0,0
109782,General taxation system,27.12.2009,0,1,0,2,0,0.69275463,5,0,1
103791,15% flat tax on profits,0.155243056,0,0,0,0,0,0.064351852,0,0,0
101918,General taxation system,0.442037037,2,0,0,0,0,0.942777778,0,0,0
108492,Fixed tax 6% on income,26.09.2014,0,0,0,1,1,0.780960648,3,0,0
107614,15% flat tax on profits,0.280949074,0,1,3,2,1,26.03.2015,6,1,1
109751,General taxation system,27.11.2008,0,1,0,3,1,0.694849537,7,1,0
109643,General taxation system,0.864270833,0,1,1,2,1,0.483043981,3,2,1
110120,Fixed income from profit 10%,0.774710648,1,1,1,1,1,0.274710648,6,0,1
107846,Fixed tax 6% on income,25.02.2014,1,2,2,2,1,0.067777778,7,1,1
106671,General taxation system,0.73994213,0,0,0,0,0,0.570543981,0,0,1
109691,Fixed tax 6% on income,29.11.2014,0,0,0,0,0,0.405949074,4,0,0
109427,General taxation system,0.44125,3,0,0,0,0,0.067777778,3,1,1
101767,15% flat tax on profits,0.274016204,1,0,0,0,1,0.85943287,0,0,1
107414,General taxation system,0.860821759,3,1,1,2,1,0.444155093,5,0,1
100043,Single tax on imputed income,0.363541667,1,0,0,1,0,0.983726852,4,2,1
105134,General taxation system,0.319143519,1,2,2,3,1,0.443449074,6,0,1
104644,Fixed income from profit 5%,0.569837963,1,0,0,0,0,25.06.2014,5,0,0
103548,General taxation system,0.946226852,0,1,1,2,1,0.44068287,5,0,0
106366,Fixed tax 6% on income +Single tax on imputed income,0.317673611,2,0,0,0,1,0.694837963,8,0,0
105338,General taxation system,0.198275463,1,0,0,1,1,0.316388889,6,0,0
105413,General taxation system,0.607256944,0,2,1,2,1,31.03.2014,0,0,1
106405,Fixed tax 6% on income,0.529525463,2,2,3,2,0,0.192777778,0,0,0
106156,Fixed tax 6% on income,24.01.2011,1,2,2,3,1,0.447615741,6,0,0
108836,General taxation system,25.12.2004,1,1,0,0,0,26.04.2016,0,0,1
105301,Fixed tax 6% on income,28.11.2013,1,2,2,2,1,24.03.2014,5,0,1
106217,General taxation system,0.489988426,1,0,0,0,1,0.489988426,0,0,1
105428,General taxation system,24.01.2014,1,0,0,0,0,29.05.2014,0,0,1
101875,General taxation system,24.05.2014,1,1,1,2,0,0.610115741,6,0,0
103905,General taxation system,0.442731481,3,0,0,1,0,0.070532407,0,0,1
104558,15% flat tax on profits,24.05.2014,0,0,0,0,0,0.399710648,7,0,1
104038,Single tax on imputed income,0.316168981,2,1,1,1,0,0.234444444,6,0,0
100947,15% flat tax on profits,0.780914352,1,1,1,1,1,0.442083333,6,0,0
104908,15% flat tax on profits,0.280960648,0,0,0,1,1,0.524027778,3,0,1
102753,General taxation system,0.488564815,0,1,1,2,0,30.03.2015,0,0,1
104423,Fixed income from profit 6%,0.651736111,2,0,0,2,0,0.064351852,1,0,0
109869,Single tax on imputed income,0.654502315,1,0,0,0,0,0.064351852,0,0,1
106994,Fixed tax 6% on income,0.447592593,1,1,1,1,0,0.234421296,2,0,1
101773,Single tax on imputed income,0.317037037,0,0,0,0,0,0.858726852,0,0,1
108551,General taxation system,0.114988426,0,1,1,2,1,0.489293981,0,0,1
102695,Single tax on imputed income,0.56755787,4,2,2,2,0,0.317777778,6,0,1
102392,Fixed income from profit 7%,24.06.2014,1,2,2,2,1,0.110810185,9,2,0
105397,15% flat tax on profits,0.573171296,3,0,0,0,0,0.064351852,1,0,1
104353,15% flat tax on profits,24.11.2008,0,0,0,0,0,0.071921296,3,0,0
101751,15% flat tax on profits,24.12.2014,0,1,2,2,1,0.239976852,4,1,1
100933,15% flat tax on profits,0.19693287,0,0,0,0,0,0.780266204,1,0,0
105897,General taxation system,0.444074074,0,2,2,3,1,0.192083333,4,0,0
109210,Fixed tax 6% on income,0.607326389,0,0,0,0,0,30.06.2014,5,0,0
106652,Fixed tax 6% on income,28.03.2012,0,0,0,1,1,0.233726852,6,0,0
105525,General taxation system,29.08.1996,2,0,1,0,0,0.064351852,0,0,1
102150,General taxation system,0.735821759,0,0,0,2,1,0.528877315,0,0,0
105474,15% flat tax on profits,0.196909722,0,1,2,2,1,0.446921296,8,1,1
104344,Fixed income from profit 5%,0.989988426,0,1,0,1,1,0.482361111,3,0,0
100431,15% flat tax on profits,0.153877315,1,1,1,1,1,0.611516204,6,0,1
108027,Single tax on imputed income,0.151712963,2,0,0,0,0,26.04.2016,5,0,1
104521,General taxation system,0.989965278,0,1,0,0,1,0.064351852,0,0,0
105478,General taxation system,0.737881944,0,2,2,3,1,25.03.2016,6,1,1
107948,Fixed tax 6% on income,0.526666667,0,0,0,0,0,0.942060185,5,0,0
107340,15% flat tax on profits +Single tax on imputed income,0.820428241,1,0,0,1,1,0.525405093,4,0,1
103116,Single tax on imputed income,0.192662037,3,0,0,0,0,0.064351852,6,0,0
100432,General taxation system,26.04.2006,2,1,2,3,1,0.364976852,6,0,0
109435,Fixed tax 6% on income +Single tax on imputed income,0.524652778,1,2,2,2,1,0.609421296,0,0,1
104310,General taxation system,0.904548611,1,2,2,3,1,31.03.2016,7,1,0
104311,Single tax on imputed income,0.156631944,2,2,2,3,1,0.776111111,7,2,1
107521,General taxation system,0.989282407,0,1,1,3,1,0.364282407,4,0,1
100357,15% flat tax on profits,0.943425926,1,1,2,2,1,0.064351852,6,0,1
108364,Fixed tax 6% on income,0.110717593,1,2,2,2,1,0.696226852,6,0,0
108206,Fixed income from profit 7%,26.05.2015,0,0,0,0,1,0.069155093,6,1,1
106535,15% flat tax on profits,0.695324074,1,1,0,0,0,0.528171296,5,0,1
104137,15% flat tax on profits,0.529571759,0,1,1,1,1,0.322627315,0,0,0
105222,General taxation system,0.820497685,2,1,0,2,0,30.03.2016,7,1,1
105792,Single tax on imputed income,25.08.1998,2,0,0,0,0,0.064351852,0,0,0
109265,General taxation system,0.281631944,0,0,0,2,1,0.064351852,4,0,0
102784,General taxation system,0.64900463,1,2,2,3,1,0.400416667,6,1,0
107098,Fixed income from profit 7%,0.239270833,1,1,2,2,1,24.06.2014,6,0,1
100350,Fixed tax 6% on income,0.654444444,0,2,1,2,1,0.067777778,5,0,0
105125,Fixed tax 6% on income,0.071828704,1,0,0,0,0,0.652488426,0,0,1
104248,Single tax on imputed income,0.530196759,4,1,2,2,0,0.064351852,5,0,0
106474,Fixed tax 6% on income,0.068356481,2,0,0,1,0,0.239976852,9,1,1
104703,Fixed income from profit 12%,0.448321759,0,0,0,0,0,29.11.2015,4,0,0
109588,Fixed tax 6% on income,0.572627315,0,1,1,1,1,26.12.2015,4,1,0
101955,General taxation system,0.52744213,0,0,0,3,1,0.651087963,1,0,0
100921,Tax patent 3% +Single tax on imputed income,0.194849537,1,0,0,0,1,0.944155093,4,0,1
109235,General taxation system,30.09.2008,1,1,2,2,1,30.03.2016,5,0,1
100414,General taxation system,30.08.2013,0,0,0,0,0,0.064351852,8,0,1
109915,Fixed tax 6% on income,0.906597222,2,2,2,2,1,0.692083333,8,0,1
106874,General taxation system,0.984340278,0,2,2,3,1,0.067777778,5,1,0
103575,Fixed income from profit 7%,0.819837963,0,1,1,1,1,31.07.2014,7,1,1
101295,Single tax on imputed income,30.10.2009,1,1,1,2,1,0.064351852,4,0,0
103358,General taxation system,0.48568287,0,1,0,2,1,0.114282407,3,0,0
106946,Fixed tax 6% on income +Single tax on imputed income,0.858553241,0,2,2,2,0,0.944837963,6,1,1
107941,General taxation system,0.067743056,0,1,0,1,0,0.064351852,7,0,1
107354,General taxation system,0.819699074,3,0,0,0,0,0.192060185,0,0,0
102714,Fixed tax 6% on income,0.196226852,1,2,2,2,1,0.112893519,7,2,1
102163,15% flat tax on profits,27.12.2006,0,0,0,0,0,27.01.2016,0,0,1
100318,Fixed tax 6% on income,0.778171296,1,2,0,2,1,0.942777778,4,0,1
105971,General taxation system,0.07193287,0,1,1,2,1,0.82193287,4,0,0
109668,Fixed tax 6% on income,0.698310185,0,0,0,0,0,0.114976852,4,0,1
106962,15% flat tax on profits,0.860104167,0,0,0,0,0,0.483043981,5,0,1
102458,Fixed tax 6% on income,0.447546296,0,0,0,1,1,0.275393519,4,0,1
107923,General taxation system,0.573310185,1,1,0,1,1,0.982349537,4,0,0
106112,General taxation system,29.08.2011,1,2,3,3,1,0.064351852,7,0,1
104867,Fixed tax 6% on income,0.862893519,1,0,2,1,0,29.12.2014,5,0,0
108324,Single tax on imputed income,25.07.2009,2,0,0,0,0,0.064351852,0,0,0
101458,General taxation system,0.191342593,0,0,0,0,0,0.322615741,2,0,1
104134,General taxation system,0.444826389,1,1,1,3,1,29.03.2016,7,1,1
101679,Single tax on imputed income,26.04.2006,1,0,0,0,0,0.064351852,4,0,0
109080,General taxation system,30.10.2014,1,1,1,2,1,0.864282407,8,1,0
102767,15% flat tax on profits,0.781631944,1,2,2,1,1,0.239282407,6,0,1
105097,General taxation system,0.903877315,0,1,0,2,1,0.737210648,3,0,1
109945,Fixed tax 6% on income,31.05.1997,3,1,2,1,0,0.151087963,0,0,1
108585,General taxation system,0.779548611,0,2,2,3,1,0.064351852,5,1,0
107700,General taxation system,0.693275463,2,0,0,0,0,25.03.2016,7,0,1
106822,Fixed tax 6% on income,0.362037037,1,1,2,2,1,31.08.2014,5,0,1
107959,Single tax on imputed income,0.277962963,2,0,0,0,0,0.901111111,0,0,0
110117,Fixed tax 6% on income +Single tax on imputed income,0.650150463,0,1,2,2,1,0.774710648,6,0,1
108180,General taxation system,26.07.2008,0,0,0,1,0,0.900393519,1,0,0
100673,General taxation system,0.779571759,0,1,1,2,1,0.737210648,6,1,0
107969,Fixed tax 6% on income,0.276782407,1,0,0,0,0,25.06.2014,5,0,1
101574,Single tax on imputed income,0.778784722,0,0,0,0,0,0.983738426,0,0,0
100563,Fixed tax 6% on income,0.155833333,1,0,1,1,0,26.04.2014,5,0,1
106315,Fixed tax 6% on income,0.778159722,1,0,0,0,0,0.064351852,7,1,1
105555,Fixed income from profit 10%,0.11287037,0,1,2,1,1,0.064351852,7,1,0
109094,15% flat tax on profits,0.98369213,2,2,2,2,1,0.064351852,6,0,1
100740,15% flat tax on profits,24.05.2015,0,1,1,1,1,30.05.2015,6,1,1
103583,Fixed income from profit 7%,0.196215278,4,2,2,1,1,0.944837963,0,0,1
101246,Fixed tax 6% on income,0.69693287,0,1,0,1,1,0.655266204,4,1,1
107271,Fixed income from profit 7%,28.06.2015,1,1,1,1,1,30.07.2015,6,1,1
106937,Fixed tax 6% on income,30.08.1998,1,0,0,0,0,0.064351852,3,0,1
106031,15% flat tax on profits,0.276678241,1,0,0,0,1,0.98375,6,1,0
106860,Single tax on imputed income,0.611365741,1,0,0,0,0,0.064351852,0,0,0
109097,Fixed tax 6% on income,0.65380787,3,0,0,0,0,0.064351852,5,0,0
105960,Single tax on imputed income,31.12.2004,1,0,2,1,0,0.238587963,0,0,0
109659,15% flat tax on profits,0.858680556,3,0,0,0,0,0.064351852,7,0,0
107541,General taxation system,25.04.2013,1,2,2,3,1,24.03.2016,8,0,0
104933,General taxation system,0.281643519,1,2,2,3,0,0.401099537,6,1,0
101109,Single tax on imputed income,0.07255787,1,0,0,0,0,0.152476852,0,0,1
103382,General taxation system,27.03.2015,1,1,1,3,1,0.525405093,8,0,0
104308,15% flat tax on profits,0.400393519,0,1,2,1,1,0.69275463,3,0,1
106940,Fixed income from profit 5%,0.402384259,1,1,1,2,1,0.692083333,7,0,1
104215,Fixed tax 6% on income,0.734398148,0,2,2,2,1,0.31775463,6,0,1
107127,Fixed tax 6% on income,0.859386574,1,0,0,1,0,0.31775463,4,0,1
107850,General taxation system,0.360069444,0,1,1,2,0,0.94068287,0,0,1
108666,Fixed tax 6% on income,0.190636574,3,2,2,2,1,0.275393519,8,0,1
106042,Fixed income from profit 7%,0.566215278,1,0,0,0,0,0.651111111,0,0,0
103970,15% flat tax on profits,0.193321759,2,0,0,0,0,0.732349537,0,0,1
107931,15% flat tax on profits,0.653865741,0,0,0,0,0,0.483738426,3,0,1
103390,General taxation system,0.821238426,0,0,0,0,0,0.780960648,0,0,1
101018,Tax patent 3%,0.735127315,1,0,0,0,0,0.569849537,6,0,0
102644,Single tax on imputed income,0.440543981,2,1,3,2,1,24.03.2016,3,0,1
100103,Single tax on imputed income,0.739884259,2,0,0,0,0,0.064351852,0,0,0
102598,Fixed income from profit 6%,0.3225,1,0,0,0,0,0.064351852,4,0,0
103542,Single tax on imputed income,0.609398148,1,0,0,0,0,0.064351852,5,0,1
108290,Fixed tax 6% on income,0.151087963,0,2,2,1,0,0.194143519,0,0,1
101810,Single tax on imputed income,0.569050926,3,2,2,2,0,0.359444444,0,0,1
101120,Single tax on imputed income,0.608009259,0,0,0,3,1,0.94275463,4,0,1
102975,Fixed tax 6% on income,0.198298611,0,2,2,1,1,29.03.2016,7,0,0
101357,General taxation system,26.11.2014,1,1,0,2,1,29.11.2014,6,1,0
109404,Fixed tax 6% on income +Single tax on imputed income,0.697615741,0,0,0,2,0,0.69068287,1,1,1
108733,15% flat tax on profits +Single tax on imputed income,0.486516204,1,1,1,2,1,0.195543981,5,0,0
106169,Fixed tax 6% on income,25.05.2010,0,1,0,1,1,0.982349537,4,0,0
104278,Fixed tax 6% on income,0.610810185,0,0,0,0,1,0.73443287,3,0,1
101983,General taxation system,0.607986111,1,1,2,2,1,0.653171296,8,0,1
103485,Fixed income from profit 7%,0.985821759,0,0,0,0,1,0.985821759,3,0,1
108123,General taxation system,0.735104167,1,2,2,3,1,0.73375,6,0,1
103749,General taxation system,0.818946759,0,1,0,2,1,0.108738426,6,0,1
105488,General taxation system,0.321886574,0,0,0,0,0,0.064351852,4,0,1
102349,Fixed tax 6% on income,0.610821759,0,1,1,1,1,31.05.2015,0,0,0
105703,Tax patent 3%,0.357349537,1,1,1,2,1,0.901099537,2,0,1
106476,Fixed tax 6% on income,0.610810185,0,0,0,0,1,0.153171296,2,0,1
107897,15% flat tax on profits,0.448298611,1,2,2,3,1,31.03.2016,6,0,1
109443,General taxation system,0.489293981,0,0,0,0,0,0.905960648,3,0,0
104680,Fixed income from profit 7%,24.08.2015,0,1,0,1,1,0.149710648,5,1,1
105618,General taxation system,30.12.1997,0,0,0,0,0,0.322615741,3,0,1
103429,Single tax on imputed income,0.237881944,2,2,2,2,1,0.064351852,6,0,0
100970,15% flat tax on profits,27.02.2000,2,1,2,2,1,0.108043981,5,1,0
107424,General taxation system,0.315648148,0,0,0,0,0,0.064351852,0,0,0
105219,Tax patent 3%,29.11.2014,1,1,2,2,1,0.567071759,6,0,0
